sample_id,condition,replicate,ground_truth,baseline_prediction,selected_alpha,selected_score,post_prediction,baseline_correct,post_correct,repair,break_case,hook_calls,score_alpha_0,score_alpha_1p5,score_alpha_2,score_alpha_4,baseline_expected_numeral,baseline_entropy,baseline_top1_prob,baseline_conditional_margin,post_expected_numeral,feature__baseline_best_numeral,feature__baseline_entropy,feature__baseline_entropy_norm,feature__baseline_expected_numeral,feature__baseline_top1_prob,feature__baseline_conditional_margin,feature__baseline_vocab_numeral_mass,feature__baseline_numprob_0,feature__baseline_numprob_1,feature__baseline_numprob_2,feature__baseline_numprob_3,feature__baseline_numprob_4,feature__baseline_numprob_5,feature__baseline_numprob_6,feature__baseline_numprob_7,feature__baseline_numprob_8,feature__baseline_numprob_9,feature__baseline_numprob_10,feature__baseline_numprob_11,feature__baseline_numprob_12,feature__baseline_numprob_13,feature__baseline_numprob_14,feature__baseline_numprob_15,feature__geom_top2_prob,feature__geom_expected_minus_pred,feature__geom_p_down1,feature__geom_p_up1,feature__geom_p_down2,feature__geom_p_up2,feature__geom_local_asymmetry,feature__geom_up_mass,feature__geom_down_mass,feature__geom_signed_tail_mass,feature__geom_up_distance_mass,feature__geom_down_distance_mass,feature__geom_signed_distance_mass,feature__geom_up_boundary_gap,feature__geom_down_boundary_gap,feature__geom_up_down_logratio
pccv3_n04_random_sparse_r28,random_sparse,28,4,4,4.0,0.12205813796439013,4,True,True,False,False,1,-0.07395945187675627,0.011922976824419068,0.03986076251256246,0.12205813796439013,4.001178337256097,0.02052945189584634,0.997366293291783,0.9954409234055637,4.011141850509733,4.0,0.02052945189584634,0.007404434610576511,4.001178337256097,0.997366293291783,0.9954409234055637,0.9918062817413045,6.9439680548330445e-06,0.0001310230650712547,1.3809729458228936e-05,0.00048680974380629856,0.997366293291783,0.001925369886219221,5.130936950634371e-05,7.868546659479522e-06,3.716838260620169e-06,2.3997711459402215e-06,1.6493369801566396e-06,7.318888483617603e-07,5.699956082253676e-07,2.529340179080359e-07,4.7254295645377746e-07,7.790916236248673e-07,0.001925369886219221,0.0011783372560971728,0.00048680974380629856,0.001925369886219221,1.3809729458228936e-05,5.130936950634371e-05,0.0014385601424129224,0.001995120201826335,0.0006385865063906152,0.00135653369543572,0.0021136115262533877,0.0009352742701558528,0.001178337256097535,0.9954409234055637,0.9968794835479766,1.3749999984651902
pccv3_n04_random_sparse_r29,random_sparse,29,4,4,4.0,0.15804340658338892,4,True,True,False,False,1,-0.05970946436070639,0.020278923976035146,0.0517502867931658,0.15804340658338892,4.000039868806664,0.006606444815564185,0.9992862265043153,0.99879847965024,4.002848311257614,4.0,0.006606444815564185,0.002382771293330263,4.000039868806664,0.9992862265043153,0.99879847965024,0.9958525578155957,1.1470706556208943e-05,0.0001397418133460172,3.964170111349884e-06,4.829347844072118e-05,0.9992862265043153,0.0004877468540752182,1.2998013389751666e-05,3.964170111349884e-06,1.5523913207086075e-06,1.0022991686549615e-06,1.2869776076779638e-06,2.2364317401861965e-07,3.687252580513885e-07,1.443948857507784e-07,3.687252580513885e-07,6.471329812819772e-07,0.0004877468540752182,3.9868806664067336e-05,4.829347844072118e-05,0.0004877468540752182,3.964170111349884e-06,1.2998013389751666e-05,0.00043945337563449705,0.0005103033272305155,0.0002034701684542972,0.0003068331587762183,0.0005611988915898621,0.0005213300849263084,3.986880666355375e-05,0.99879847965024,0.9992379330258746,2.3124999813435143
pccv3_n04_random_sparse_r30,random_sparse,30,4,4,1.0,-0.021239216515628476,4,True,True,False,False,0,-0.0911197896951205,-0.021239216515628476,-0.036057985783104735,-0.04531219702473083,3.9990938413789907,0.009442619249026752,0.9989269499877583,0.9982175376515524,3.9990938413789907,4.0,0.009442619249026752,0.0034057049908933906,3.9990938413789907,0.9989269499877583,0.9982175376515524,0.9962072678003295,5.088265121135421e-06,0.00013969157153282625,1.5518331845797943e-06,0.0007094123362059078,0.9989269499877583,0.0002032500372747865,8.389130936177532e-06,2.7235520574222985e-06,9.412344052071394e-07,6.886218013518395e-07,5.708875247345144e-07,1.273822248207529e-07,1.355976724863205e-07,7.258020387887808e-08,1.5365229281733622e-07,2.533298034597867e-07,0.0007094123362059078,-0.0009061586210092898,0.0007094123362059078,0.0002032500372747865,1.5518331845797943e-06,8.389130936177532e-06,-0.0005061622989311213,0.00021730600619714293,0.0008557440060444493,-0.0006384379998473063,0.00024578515665018,0.0011519437776580878,-0.0009061586210079078,0.9987236999504835,0.9982175376515524,-1.2499999964895692
pccv3_n04_random_sparse_r31,random_sparse,31,4,4,1.0,-0.037358694986194804,4,True,True,False,False,0,-0.11356216867652372,-0.037358694986194804,-0.06753042913084759,-0.12852189364474895,3.9971743533038975,0.020115279163111708,0.997253218116599,0.9947812745315049,3.9971743533038975,4.0,0.020115279163111708,0.00725505337367959,3.9971743533038975,0.997253218116599,0.9947812745315049,0.99423346588501,4.211252025673409e-06,0.0001580260664187036,2.2541207751154402e-06,0.0024719435850940503,0.997253218116599,9.584765431672871e-05,7.867654572692603e-06,2.894348367532098e-06,1.3671933608027205e-06,9.396573389139072e-07,6.066883762169186e-07,1.5339484382212366e-07,1.6328796127522106e-07,6.394448440395983e-08,1.7381912998546682e-07,2.6921633500371574e-07,0.0024719435850940503,-0.002825646696102524,0.0024719435850940503,9.584765431672871e-05,2.2541207751154402e-06,7.867654572692603e-06,-0.0023760959307773215,0.00011034685908737744,0.002636435024313543,-0.0025260881652261653,0.00014172833790127996,0.0029673750340030855,-0.0028256466961018053,0.9971573704622823,0.9947812745315049,-3.2499999899713163
pccv3_n04_random_sparse_r32,random_sparse,32,4,4,1.0,-0.016491533204289366,4,True,True,False,False,0,-0.1099329473650145,-0.016491533204289366,-0.03480589885748229,-0.06324125578461262,3.9982998787179143,0.013720457158804083,0.9982662534875417,0.9967654208770217,3.9982998787179143,4.0,0.013720457158804083,0.004948608875434032,3.9982998787179143,0.9982662534875417,0.9967654208770217,0.9964694227779063,6.133559846588824e-06,0.0001087199496551541,3.960123876707362e-06,0.0015008326105200543,0.9982662534875417,9.594501881982664e-05,8.383582312777734e-06,4.2155299233832984e-06,1.6508252374213151e-06,1.368582190849343e-06,9.406118669150136e-07,2.6948981185477013e-07,3.460317679599223e-07,1.1958537910481055e-07,3.2506676296999253e-07,5.359444865062635e-07,0.0015008326105200543,-0.0017001212820857425,0.0015008326105200543,9.594501881982664e-05,3.960123876707362e-06,8.383582312777734e-06,-0.0014048875917002277,0.00011410026855956912,0.0016196462438985047,-0.0015055459753389355,0.00015932566454082892,0.0018594469466252867,-0.0017001212820844578,0.9981703084687219,0.9967654208770217,-2.7499999902436607
pccv3_n04_random_sparse_r33,random_sparse,33,4,4,1.0,0.08285204282013804,4,True,True,False,False,0,-0.0799456443514781,0.011224171866767342,0.02590624679689968,0.08285204282013804,3.9995561165169935,0.005770018667566292,0.9994150473426489,0.9992116979930014,3.9995561165169935,4.0,0.005770018667566292,0.0020810943293836587,3.9995561165169935,0.9994150473426489,0.9992116979930014,0.9964327137626299,7.4069995194651e-06,0.00017945517120651462,8.393230047348603e-06,0.00015836863274253741,0.9994150473426489,0.0002033493496475045,1.3838096908943086e-05,5.76857702596894e-06,2.5597905382692326e-06,1.9935668757028515e-06,1.4585246836145332e-06,3.687727914763443e-07,5.365612455428692e-07,1.8543060465079898e-07,5.365612455428692e-07,7.333922681714631e-07,0.0002033493496475045,-0.00044388348300650193,0.00015836863274253741,0.0002033493496475045,8.393230047348603e-06,1.3838096908943086e-05,4.498071690496708e-05,0.0002313286238353875,0.00035362403351586573,-0.00012229540968047823,0.0002992651215284252,0.0007431486045346389,-0.00044388348300621375,0.9992116979930014,0.9992566787099063,0.2499999986032636
pccv3_n04_random_sparse_r34,random_sparse,34,4,4,4.0,0.12199807358365343,4,True,True,False,False,1,-0.06683783927438995,0.013443890816939261,0.04440235994514668,0.12199807358365343,3.999146628070582,0.007714746699645572,0.9991681379207089,0.9987883251777048,4.000926694795711,4.0,0.007714746699645572,0.0027825067013232912,3.999146628070582,0.9991681379207089,0.9987883251777048,0.9930556065924634,1.1469351029179489e-05,0.00037981274300417163,5.417737807830124e-06,7.478956348885148e-05,0.9991681379207089,0.0003351835692633404,1.3834678152623956e-05,5.089493667574063e-06,1.7588819468126667e-06,1.458164349349531e-06,1.0668158275569278e-06,2.697332826375997e-07,3.9245961047449237e-07,1.853847932899174e-07,4.447150005003802e-07,6.887880670320825e-07,0.00037981274300417163,-0.0008533719294181452,7.478956348885148e-05,0.0003351835692633404,5.417737807830124e-06,1.3834678152623956e-05,0.00026039400577448896,0.000360372683961192,0.0004714893953300327,-0.0001111167113688407,0.0004175687428148755,0.0012709406722337445,-0.000853371929418869,0.9988329543514456,0.9990933483572201,1.4999999896125904
pccv3_n04_random_sparse_r35,random_sparse,35,4,4,4.0,0.15016749200428164,4,True,True,False,False,1,-0.06987238599012624,0.01966958764638948,0.04317454001907592,0.15016749200428164,4.001265378681885,0.016239282107146764,0.9979290115862242,0.9962289199672801,4.010376614529359,4.0,0.016239282107146764,0.0058570829408943785,4.001265378681885,0.9979290115862242,0.9962289199672801,0.9987641861519307,4.485892274447083e-06,9.59126059435467e-05,2.401125107002847e-06,0.000230082380777976,0.9979290115862242,0.0017000916189439878,2.7479421682187306e-05,4.485892274447083e-06,1.756700655339461e-06,1.2852296548271575e-06,1.134211189494835e-06,3.459148688751988e-07,4.172529785617568e-07,2.5307672435412363e-07,2.867734987090948e-07,5.703172021659858e-07,0.0017000916189439878,0.001265378681885032,0.000230082380777976,0.0017000916189439878,2.401125107002847e-06,2.7479421682187306e-05,0.0014700092381660119,0.0017381064096729498,0.00033288200410297263,0.0014052244055699772,0.0018059446998048903,0.0005405660179204101,0.0012653786818844802,0.9962289199672801,0.9976989292054462,1.9999999962419344
pccv3_n04_random_sparse_r36,random_sparse,36,4,4,1.0,-0.04166487476974062,4,True,True,False,False,0,-0.13526454736156143,-0.04166487476974062,-0.08059968695615033,-0.1502916559480286,3.9931743940668327,0.042385403051884755,0.993101559049448,0.9864100933798636,3.9931743940668327,4.0,0.042385403051884755,0.01528730269725852,3.9931743940668327,0.993101559049448,0.9864100933798636,0.9952817293137954,6.914275675473214e-06,8.423312165909138e-05,2.1087349391373507e-06,0.006691465669584327,0.993101559049448,9.544863150498916e-05,1.07090396592819e-05,3.47671614842429e-06,1.542783438778731e-06,9.35745456916189e-07,8.257924673361437e-07,1.2663937644912597e-07,1.5275624664074672e-07,7.215694163534573e-08,1.435012135206746e-07,2.853862402590946e-07,0.006691465669584327,-0.006825605933167278,0.006691465669584327,9.544863150498916e-05,2.1087349391373507e-06,1.07090396592819e-05,-0.0065960170380793375,0.00011371914869423141,0.006784721801858029,-0.006671002653163798,0.0001504336739735833,0.006976039607141769,-0.006825605933168185,0.993006110417943,0.9864100933798636,-4.249999989672605
pccv3_n04_random_sparse_r37,random_sparse,37,4,4,1.0,-0.0260806617174473,4,True,True,False,False,0,-0.13290157960866225,-0.0260806617174473,-0.04425959513934139,-0.06002062133489909,3.9906115097871915,0.06182330726946003,0.9894890105586306,0.9797884016373771,3.9906115097871915,4.0,0.06182330726946003,0.02229804470225115,3.9906115097871915,0.9894890105586306,0.9797884016373771,0.9934259560659058,3.4640690978174897e-06,0.00013837175471248454,3.254191760978242e-06,0.009700608921253476,0.9894890105586306,0.0006201391807384415,2.900429544781534e-05,8.309869775349269e-06,2.871814149479609e-06,1.8541825737862793e-06,1.3565489499025516e-06,4.990464696118577e-07,3.429892881827145e-07,2.0803351923582834e-07,2.3573286050812676e-07,4.688107725043274e-07,0.009700608921253476,-0.00938849021280852,0.009700608921253476,0.0006201391807384415,3.254191760978242e-06,2.900429544781534e-05,-0.009080469740515034,0.0006652905045448173,0.009845698936824757,-0.009180408432279939,0.000747598632494881,0.010136088845304156,-0.009388490212809275,0.9888688713778921,0.9797884016373771,-2.749999998490545
pccv3_n04_random_sparse_r38,random_sparse,38,4,4,1.0,-0.048428378149970246,4,True,True,False,False,0,-0.2169433129013407,-0.048428378149970246,-0.09475495569066354,-0.12981435200891644,3.9578642661108776,0.17679383324110007,0.9577087558037669,0.9156299697694606,3.9578642661108776,4.0,0.17679383324110007,0.06376489661917137,3.9578642661108776,0.9577087558037669,0.9156299697694606,0.9958703696314046,4.044261642495113e-06,6.326289611689327e-05,1.702697749989549e-05,0.04207878603430621,0.9577087558037669,0.00010430288247401448,1.1702459085893283e-05,4.582748823990839e-06,3.352810663168541e-06,1.583755614954239e-06,1.0884982543830517e-06,3.7617493091096186e-07,2.752154586723829e-07,1.0124610913813839e-07,3.3197321135889805e-07,4.262620410442767e-07,0.04207878603430621,-0.042135733889122395,0.04207878603430621,0.00010430288247401448,1.702697749989549e-05,1.1702459085893283e-05,-0.0419744831518322,0.0001281240266675291,0.04216312016956549,-0.04203499614289796,0.00018307183510459234,0.04231880572422666,-0.04213573388912207,0.9576044529212929,0.9156299697694606,-5.999999990436303
pccv3_n04_random_sparse_r39,random_sparse,39,4,4,4.0,0.15438153468001448,4,True,True,False,False,1,-0.07414625777301946,0.030544523773434716,0.059967525627139154,0.15438153468001448,3.999829808589955,0.004987067169251437,0.9995030912843936,0.9992726459840089,3.99974696045228,4.0,0.004987067169251437,0.0017987042684148022,3.999829808589955,0.9995030912843936,0.9992726459840089,0.996991912549106,4.492968080316439e-06,0.00013977214007004804,8.935333970962522e-06,7.481463536105032e-05,0.9995030912843936,0.00023044530038476588,2.013608593893198e-05,6.5372299830140395e-06,3.9650304142907125e-06,2.7251228938221335e-06,2.259206229598584e-06,3.4646049643594673e-07,7.807607811135638e-07,1.8544694024770338e-07,5.712167899312713e-07,9.417772717407337e-07,0.00023044530038476588,-0.00017019141004492866,7.481463536105032e-05,0.00023044530038476588,8.935333970962522e-06,2.013608593893198e-05,0.00015563066502371557,0.00026889363812389257,0.00022801507748237732,4.087856064151525e-05,0.0003597821857901872,0.0005299735958343853,-0.00017019141004419807,0.9992726459840089,0.9994282766490326,1.124999990973056
pccv3_n04_row_r00,row,0,4,4,1.0,-0.022979259282027875,4,True,True,False,False,0,-0.10588888167285572,-0.022979259282027875,-0.051450403943239555,-0.08830393802682536,3.999012113850654,0.009175872663545167,0.9989173943736754,0.9980064996166673,3.999012113850654,4.0,0.009175872663545167,0.003309496496881304,3.999012113850654,0.9989173943736754,0.9980064996166673,0.9979068690793795,4.176662400836036e-07,7.477079487552348e-05,2.25788236164771e-06,0.000910894757008063,0.9989173943736754,6.59849948814376e-05,1.5672810032248673e-05,4.7799369971176665e-06,3.96270695367833e-06,1.001929224460687e-06,1.5518183399317115e-06,2.100157745664283e-07,5.038016529507683e-07,1.0560256332402655e-07,1.8533827054877763e-07,3.0557114892854477e-07,0.000910894757008063,-0.0009878861493461955,0.000910894757008063,6.59849948814376e-05,2.25788236164771e-06,1.5672810032248673e-05,-0.0008449097621266254,9.426452583919322e-05,0.0009883411004853178,-0.0008940765746461246,0.00015350742197308415,0.0011413935713182632,-0.0009878861493451791,0.998851409378794,0.9980064996166673,-2.6249999859428614
pccv3_n04_row_r01,row,1,4,4,1.0,-0.03293923643191785,4,True,True,False,False,0,-0.1033214647881264,-0.03293923643191785,-0.06897615960433859,-0.12145107307135032,3.9994878790616,0.004711596143897237,0.9994879095577629,0.9990573875963253,3.9994878790616,4.0,0.004711596143897237,0.0016993490978680268,3.9994878790616,0.9994879095577629,0.9990573875963253,0.9984964450946734,3.464552339524276e-07,4.537668089237525e-05,4.448573261394147e-07,0.00043052196143759377,0.9994879095577629,2.585485341577127e-05,5.091122498258399e-06,1.6528454806831949e-06,1.1359829783716707e-06,3.464552339524276e-07,7.807489219238862e-07,8.759760131697066e-08,1.8544412344325734e-07,3.651611300398516e-08,9.324716121641104e-08,1.356738190073974e-07,0.00043052196143759377,-0.0005121209383998071,0.00043052196143759377,2.585485341577127e-05,4.448573261394147e-07,5.091122498258399e-06,-0.0004046671080218225,3.540048734694887e-05,0.0004766899548900609,-0.000441289467543112,5.6806601304175984e-05,0.000568927539702808,-0.000512120938398632,0.9994620547043471,0.9990573875963253,-2.8124999636453047
pccv3_n04_row_r02,row,2,4,4,1.0,-0.025507050163829446,4,True,True,False,False,0,-0.10507765171269082,-0.025507050163829446,-0.05573579854825631,-0.0934008675277049,3.9991018833865857,0.008689562844261265,0.9989645506253783,0.9980536128674347,3.9991018833865857,4.0,0.008689562844261265,0.0031340973057271807,3.9991018833865857,0.9989645506253783,0.9980536128674347,0.9983640633801159,3.9237964416292716e-07,3.7598891633976926e-05,7.330616839860824e-07,0.000910937757943554,0.9989645506253783,6.598810985875682e-05,1.077226280976086e-05,3.72279441138221e-06,2.1211843156098494e-06,7.803401006481797e-07,1.3695395276554558e-06,1.6356817094649225e-07,3.462738206110289e-07,6.818535809587428e-08,1.8534701987898792e-07,2.6967832264899645e-07,0.000910937757943554,-0.0008981166134143237,0.000910937757943554,6.598810985875682e-05,7.330616839860824e-07,1.077226280976086e-05,-0.0008449496480847971,8.578728371599476e-05,0.0009496620909056799,-0.0008638748071896851,0.00012865346137634357,0.0010267700747901086,-0.000898116613413765,0.9988985625155195,0.9980536128674347,-2.624999985943525
pccv3_n04_row_r03,row,3,4,4,1.0,-0.02419246159758688,4,True,True,False,False,0,-0.10760636347426739,-0.02419246159758688,-0.05303473245907053,-0.09534489683481244,3.9988850686980313,0.009307652463481565,0.9989009277934352,0.9979900480520046,3.9988850686980313,4.0,0.009307652463481565,0.0033570260128456997,3.9988850686980313,0.9989009277934352,0.9979900480520046,0.997767997651124,4.4459606921406887e-07,0.00010878907125306758,1.369452303355902e-06,0.0009108797414305076,0.9989009277934352,5.470258036417311e-05,1.2205795517190297e-05,4.490261233916863e-06,2.723481108489658e-06,9.412098859121136e-07,1.369452303355902e-06,1.8533521535370267e-07,3.923546539827022e-07,9.920279212509759e-08,1.7410632230261693e-07,3.0556611176343855e-07,0.0009108797414305076,-0.0011149313019687135,0.0009108797414305076,5.470258036417311e-05,1.369452303355902e-06,1.2205795517190297e-05,-0.0008561771610663345,7.75893455085655e-05,0.0010214828610561452,-0.0009438935155475797,0.0001268329421048463,0.0012417642440732783,-0.001114931301968432,0.998846225213071,0.9979900480520046,-2.8124999828171666
pccv3_n04_row_r04,row,4,4,4,1.0,-0.02120214518313126,4,True,True,False,False,0,-0.08994737035061845,-0.02120214518313126,-0.04246303805735854,-0.05732745734957802,3.999718913841015,0.0025496816864623295,0.9997584664095291,0.9996350864130555,3.999718913841015,4.0,0.0025496816864623295,0.0009196032812261529,3.999718913841015,0.9997584664095291,0.9996350864130555,0.9981605891897409,4.1801790819633553e-07,7.483375065647451e-05,1.0674461236516788e-06,0.0001233799964735992,0.9997584664095291,2.9305317822404016e-05,6.538900258913643e-06,2.1228701028664662e-06,1.6532928984712775e-06,4.1801790819633553e-07,1.0027728324079957e-06,1.1250799369445491e-07,3.058284348160216e-07,4.9925119564533464e-08,1.274882590125238e-07,1.9745767827871298e-07,0.0001233799964735992,-0.0002810861589850333,0.0001233799964735992,2.9305317822404016e-05,1.0674461236516788e-06,6.538900258913643e-06,-9.407467865119518e-05,4.183437930862597e-05,0.00019969921116192173,-0.00015786483185329576,7.06020533398067e-05,0.0003516882123231114,-0.0002810861589833047,0.9997291610917067,0.9996350864130555,-1.4374999739815426
pccv3_n04_row_r05,row,5,4,4,1.0,-0.03762533520141672,4,True,True,False,False,0,-0.23071755786977233,-0.03762533520141672,-0.08224080763608589,-0.11121790509320886,3.9526198215783754,0.19278967211358877,0.952406811549908,0.9049892685092534,3.9526198215783754,4.0,0.19278967211358877,0.06953417597322095,3.9526198215783754,0.952406811549908,0.9049892685092534,0.9958692703100382,5.113236852171657e-07,5.552023481429083e-05,2.7641897264989574e-06,0.04741754304065458,0.952406811549908,7.5887163447051e-05,2.0424752957188566e-05,6.630946442736018e-06,6.630946442736018e-06,1.8997979635668833e-06,3.1322373125655072e-06,3.740923995554714e-07,8.430302360303178e-07,1.5594491322507332e-07,2.9134345371486197e-07,5.794056429202602e-07,0.04741754304065458,-0.047380178421624564,0.04741754304065458,7.5887163447051e-05,2.7641897264989574e-06,2.0424752957188566e-05,-0.04734165587720753,0.00011684966121128999,0.04747633878888059,-0.0473594891276693,0.0002114989976672357,0.04759167741929132,-0.047380178421624085,0.9523309243864609,0.9049892685092534,-6.437499986843631
pccv3_n04_row_r06,row,6,4,4,1.0,-0.03412998394617183,4,True,True,False,False,0,-0.11803894374703677,-0.03412998394617183,-0.0753311599232727,-0.1418218452801902,3.998257780972979,0.013746237012067541,0.998194800236599,0.9964942558148487,3.998257780972979,4.0,0.013746237012067541,0.004957906992048541,3.998257780972979,0.998194800236599,0.9964942558148487,0.9985777231527706,2.694705224887461e-07,4.53179738200192e-05,8.30027643656581e-07,0.001700544421750266,0.998194800236599,3.999297152757672e-05,1.0111806756063232e-05,3.0839268211353597e-06,2.4017646232351263e-06,6.072611965569086e-07,1.1345132755728987e-06,1.4423717681108492e-07,3.4600699992367564e-07,5.6484090015197174e-08,1.3549828803967015e-07,2.2339890963445691e-07,0.001700544421750266,-0.0017422190270210969,0.001700544421750266,3.999297152757672e-05,8.30027643656581e-07,1.0111806756063232e-05,-0.0016605514502226893,5.823786966456434e-05,0.0017469618937364306,-0.0016887240240718662,9.701725356585121e-05,0.0018392362805875917,-0.0017422190270217405,0.9981548072650714,0.9964942558148487,-3.7499999755836537
pccv3_n04_row_r07,row,7,4,4,1.0,-0.015756937240926187,4,True,True,False,False,0,-0.0875813803243431,-0.015756937240926187,-0.03328942447978288,-0.032128210876597424,3.9997422129513622,0.0035735260056640144,0.9996465373525981,0.9994431409020559,3.9997422129513622,4.0,0.0035735260056640144,0.0012888770617148048,3.9997422129513622,0.9996465373525981,0.9994431409020559,0.9991159961903335,2.8726706174557093e-07,5.827405874469709e-05,7.80872833857808e-07,0.00020339645054227114,0.9996465373525981,7.482537256174562e-05,9.512978582550152e-06,2.4052576597111904e-06,1.8732165488715698e-06,4.7362331507144986e-07,8.312348047611229e-07,1.1975072754636946e-07,2.8726706174557093e-07,7.26324877797673e-08,1.1249539773847702e-07,2.1016907205463964e-07,0.00020339645054227114,-0.0002577870486377698,0.00020339645054227114,7.482537256174562e-05,7.80872833857808e-07,9.512978582550152e-06,-0.00012857107798052553,9.072399821957593e-05,0.0002627386491825716,-0.0001720146509629957,0.00012314239205218262,0.0003809294406910603,-0.0002577870486388777,0.9995717119800364,0.9994431409020559,-0.9999999915520561
pccv3_n04_row_r08,row,8,4,4,1.0,-0.01537165284924859,4,True,True,False,False,0,-0.11469608749219415,-0.01537165284924859,-0.04184712159893973,-0.06955496684825795,3.9981017171667017,0.016480939477599765,0.997839671525653,0.9959133878044643,3.9981017171667017,4.0,0.016480939477599765,0.005944242413381082,3.9981017171667017,0.997839671525653,0.9959133878044643,0.9984554838149649,4.1721562379408754e-07,7.469012534823722e-05,1.7565433858933065e-06,0.0019262837211887957,0.997839671525653,0.00010867349113844245,2.7476961574134485e-05,7.872281294132649e-06,6.526350419342852e-06,1.990424420469766e-06,2.5557555458791475e-06,3.458839006850981e-07,7.322362234964093e-07,2.097891904665115e-07,3.2492785452046007e-07,4.7276723869758135e-07,0.0019262837211887957,-0.0018982828332982926,0.0019262837211887957,0.00010867349113844245,1.7565433858933065e-06,2.7476961574134485e-05,-0.0018176102300503532,0.0001571808688002674,0.0020031476055467202,-0.0018459667367464528,0.00025725321320194805,0.0021555360465004706,-0.0018982828332985225,0.9977309980345146,0.9959133878044643,-2.8749999913172584
pccv3_n04_row_r09,row,9,4,4,1.0,-0.02790272402457991,4,True,True,False,False,0,-0.1334057905714174,-0.02790272402457991,-0.06837720689019815,-0.1332568442292049,3.995976482057551,0.02780098103552273,0.9958145844313521,0.9917449178296921,3.995976482057551,4.0,0.02780098103552273,0.01002708436794919,3.995976482057551,0.9958145844313521,0.9917449178296921,0.998491028757698,1.6305240268566896e-07,3.3076278341246956e-05,1.3652210528799529e-06,0.004069666601660013,0.9958145844313521,5.122954206097923e-05,1.5624127577557115e-05,4.476387497725695e-06,4.476387497725695e-06,1.453270245988716e-06,2.3960375666372035e-06,1.9667874036022468e-07,6.44884762478362e-07,9.290445858140441e-08,1.6305240268566896e-07,3.911423804246258e-07,0.004069666601660013,-0.00402351794244904,0.004069666601660013,5.122954206097923e-05,1.3652210528799529e-06,1.5624127577557115e-05,-0.004018437059599034,8.114441519114394e-05,0.004104271153456826,-0.004023126738265682,0.00014876014595104883,0.0041722780884002565,-0.004023517942449208,0.9957633548892911,0.9917449178296921,-4.374999980725733
pccv3_n04_row_r10,row,10,4,4,1.0,-0.04166202470597021,4,True,True,False,False,0,-0.1276449662165342,-0.04166202470597021,-0.08916801336242032,-0.1709516230165714,3.996774306180614,0.02264328628170118,0.9967207814862471,0.9935484377234506,3.996774306180614,4.0,0.02264328628170118,0.008166839207009847,3.996774306180614,0.9967207814862471,0.9935484377234506,0.998042551810908,5.026937963754274e-07,4.816949568144275e-05,8.288019547331662e-07,0.0031723437627965358,0.9967207814862471,3.9933914527981087e-05,9.485136088374083e-06,2.892803065833515e-06,2.398217974737517e-06,6.454716113573009e-07,1.2058997285555401e-06,1.5331294583245133e-07,3.0489919994903624e-07,4.9773426142482345e-08,1.1940024226929697e-07,1.8493071289094307e-07,0.0031723437627965358,-0.0032256938193859774,0.0031723437627965358,3.9933914527981087e-05,8.288019547331662e-07,9.485136088374083e-06,-0.003132409848268555,5.737375952392325e-05,0.003221844754229087,-0.0031644709947051637,9.482680954949474e-05,0.003320520628935832,-0.0032256938193863374,0.9966808475717192,0.9935484377234506,-4.374999975273853
pccv3_n04_row_r11,row,11,4,4,1.0,-0.03258480870952474,4,True,True,False,False,0,-0.11237857902022144,-0.03258480870952474,-0.07136187378273641,-0.13271895437679523,3.9989496494619883,0.009125435540446569,0.9988833989851978,0.9978512551277421,3.9989496494619883,4.0,0.009125435540446569,0.0032913051500385406,3.9989496494619883,0.9988833989851978,0.9978512551277421,0.9984305533364264,4.176520259692378e-07,3.317820993167314e-05,1.3694282720769756e-06,0.0010321438574557305,0.9988833989851978,3.317820993167314e-05,8.92979406048017e-06,2.403421466281791e-06,2.257805520871432e-06,5.362758166756301e-07,1.2864588073751975e-06,1.5364559391768394e-07,3.2526772487620116e-07,5.309849643214861e-08,1.4433667797000701e-07,2.2355302004414464e-07,0.0010321438574557305,-0.001050350538011724,0.0010321438574557305,3.317820993167314e-05,1.3694282720769756e-06,8.92979406048017e-06,-0.0009989656475240573,4.949186711659755e-05,0.00106710914768545,-0.0010176172805688524,8.573741388710232e-05,0.0011360879518987808,-0.0010503505380116784,0.9988502207752662,0.9978512551277421,-3.437499970828594
pccv3_n04_row_r12,row,12,4,4,1.0,-0.015940554238897398,4,True,True,False,False,0,-0.08535907546614498,-0.015940554238897398,-0.030432786026465354,-0.029186109050284566,3.999652152039243,0.0029263743834317692,0.9997205857101019,0.9996117073709134,3.999652152039243,4.0,0.0029263743834317692,0.001055466452690378,3.999652152039243,0.9997205857101019,0.9996117073709134,0.9980309941607715,4.449608868628573e-07,0.00010887833918847372,1.1362474299433232e-06,0.00010887833918847372,0.9997205857101019,4.5387244373348845e-05,8.395796002116989e-06,2.259697838644867e-06,1.7598544462413834e-06,4.449608868628573e-07,1.0027348374946897e-06,1.1250373078332638e-07,3.058168470221646e-07,5.657042847739793e-08,1.2748342850137296e-07,2.2374038487659988e-07,0.00010887833918847372,-0.0003478479607568197,0.00010887833918847372,4.5387244373348845e-05,1.1362474299433232e-06,8.395796002116989e-06,-6.349109481512487e-05,6.0076403204370484e-05,0.00021933788669375364,-0.00015926148348938314,9.171773440437888e-05,0.00043956569516123294,-0.00034784796075685404,0.9996751984657286,0.9996117073709134,-0.8749999871519414
