sample_id,baseline_best_numeral,baseline_entropy,baseline_entropy_norm,baseline_expected_numeral,baseline_top1_prob,baseline_conditional_margin,baseline_vocab_numeral_mass,baseline_numprob_0,baseline_numprob_1,baseline_numprob_2,baseline_numprob_3,baseline_numprob_4,baseline_numprob_5,baseline_numprob_6,baseline_numprob_7,baseline_numprob_8,baseline_numprob_9,baseline_numprob_10,baseline_numprob_11,baseline_numprob_12,baseline_numprob_13,baseline_numprob_14,baseline_numprob_15,geom_top2_prob,geom_expected_minus_pred,geom_p_down1,geom_p_up1,geom_p_down2,geom_p_up2,geom_local_asymmetry,geom_up_mass,geom_down_mass,geom_signed_tail_mass,geom_up_distance_mass,geom_down_distance_mass,geom_signed_distance_mass,geom_up_boundary_gap,geom_down_boundary_gap,geom_up_down_logratio
pccv2_n04_random_sparse_r14,4.0,0.0092233302214395,0.003326613192738,3.999487722623755,0.9990147551176796,0.9986350006799204,0.9919402265489908,9.506966326572622e-06,0.0002610011536451,1.0772804186314174e-05,0.0002610011536451,0.9990147551176796,0.0003797544377591,3.318257296477962e-05,1.146759036333856e-05,5.7662665579218834e-06,4.780402879707112e-06,3.285519647524187e-06,6.077600238219771e-07,1.2086751318889925e-06,4.7332398247205146e-07,8.842856168091303e-07,1.551969589863874e-06,0.0003797544377591,-0.0005122773762451516,0.0002610011536451,0.0003797544377591,1.0772804186314174e-05,3.318257296477962e-05,0.00011875328411399999,0.00044296280451722734,0.0005422820778030868,-9.93192732858595e-05,0.0005913007120147514,0.001103578088259319,-0.0005122773762445675,0.9986350006799205,0.9987537539640344,0.37499999880196794
pccv2_n04_random_sparse_r15,4.0,0.0064862728645078,0.0023394284238695,3.9995438409190536,0.9993463064903032,0.9991429711272448,0.995260428031088,1.0123471622192664e-05,0.0002033353630583,2.013292733730758e-05,0.0001583577399759,0.9993463064903032,0.0002033353630583,3.11824878602214e-05,1.0123471622192664e-05,6.536204535203276e-06,3.964408448753549e-06,3.087484404304157e-06,5.36524340277682e-07,9.416295419768976e-07,2.5343615307861577e-07,7.806383088377217e-07,1.0023594297877693e-06,0.0002033353630583,-0.00045615908094642776,0.0001583577399759,0.0002033353630583,2.013292733730758e-05,3.11824878602214e-05,4.497762308239999e-05,0.0002617440077029337,0.00039194950199370024,-0.00013020549429076657,0.00039296448936723574,0.0008491235703141859,-0.00045615908094695013,0.9991429711272449,0.9991879487503273,0.24999999860324632
pccv2_n04_random_sparse_r16,4.0,0.0079443984238687,0.0028653360522403,4.000021974116941,0.9991297923886612,0.998577189316742,0.9949084714724704,4.491290026453906e-06,0.0001583234308645,3.963549536954657e-06,0.0001233024119358,0.9991297923886612,0.0005526030719192,1.5676142513751997e-05,4.491290026453906e-06,1.6522532650707351e-06,1.552148300283665e-06,1.458108388710208e-06,3.463310988164073e-07,5.364080992061037e-07,2.380296511284135e-07,5.710034493235587e-07,1.0021422628757055e-06,0.0005526030719192,2.197411694115914e-05,0.0001233024119358,0.0005526030719192,3.963549536954657e-06,1.5676142513751997e-05,0.00042930065998340004,0.0005801269289748207,0.0002900806823637086,0.00029004624661111214,0.000646139080650416,0.000624164963709025,2.197411694139105e-05,0.998577189316742,0.9990064899767254,1.4999999936998438
pccv2_n04_random_sparse_r17,4.0,0.1619537189682123,0.0584124568022412,3.962522663147898,0.9624300768414716,0.9251126130185204,0.9929447580470452,4.605340899402185e-06,0.0001048170757403,4.064199079068583e-06,0.0373174638229514,0.9624300768414716,0.0001187733072301,1.1047638503872116e-05,3.817961704751525e-06,2.315710831540513e-06,1.2395106877272738e-06,9.06845391387674e-07,2.1539466015534162e-07,1.785684451693499e-07,6.992840787524488e-08,1.480384406335913e-07,2.598155546431251e-07,0.0373174638229514,-0.037477336852102194,0.0373174638229514,0.0001187733072301,4.064199079068583e-06,1.1047638503872116e-05,-0.0371986905157213,0.00013897271985785573,0.03743095043867017,-0.03729197771881231,0.00018112795982595296,0.03765846481192804,-0.03747733685210209,0.9623113035342415,0.9251126130185202,-5.749999991607683
pccv2_n04_random_sparse_r18,4.0,0.0052844551510361,0.0019059643100499,3.9995378545918094,0.9994616689079636,0.9992822053653792,0.9974913024495676,5.419329405747496e-06,0.0001583760204575,3.087840816954163e-06,0.0001794635425843,0.9994616689079636,0.0001794635425843,6.95855669838306e-06,2.4048128462437486e-06,8.846812059980559e-07,6.889904159998407e-07,6.080319080303314e-07,1.7420405829474384e-07,1.9739905917465225e-07,9.324471309665005e-08,1.854392547757586e-07,3.254560276774425e-07,0.0001794635425843,-0.0004621454081905618,0.0001794635425843,0.0001794635425843,3.087840816954163e-06,6.95855669838306e-06,0.0,0.0001919843587719743,0.00034634673326450167,-0.00015436237449252736,0.00022029919502351052,0.0006824446032136984,-0.0004621454081901879,0.9992822053653794,0.9992822053653794,0.0
pccv2_n04_random_sparse_r19,4.0,0.0150476214718865,0.0054272822186662,4.000932921218476,0.998191329385367,0.9968669486631178,0.9962864382031285,1.0111771596015383e-05,0.000230142860735,1.7746711829705673e-05,7.018960686604815e-05,0.998191329385367,0.0013243807222493,0.0001021252753855,2.425687905991956e-05,1.2197124774349627e-05,6.528650430542748e-06,4.776462690914296e-06,6.881146928146874e-07,1.7571624255097949e-06,5.704671169911373e-07,1.2076788961472224e-06,1.991125884253577e-06,0.0013243807222493,0.0009329212184763236,7.018960686604815e-05,0.0013243807222493,1.7746711829705673e-05,0.0001021252753855,0.001254191115383252,0.001480479663606243,0.00032819095102676923,0.0011522887125794737,0.0017694799175906198,0.0008365586991145211,0.0009329212184760987,0.9968669486631178,0.998121139778501,2.9374999865079294
pccv2_n04_row_r00,4.0,0.0071607793713828,0.0025827052219985,3.9992053576876456,0.9991752821997264,0.9984656935043438,0.9982893943410004,4.734000387238534e-07,5.8246587084029006e-05,1.0021878898428384e-06,0.0007095886953827,0.9991752821997264,3.7606823120257215e-05,1.0121739130121484e-05,2.5591764305010025e-06,2.4041237688570045e-06,6.078576819823889e-07,1.2088693483318137e-06,1.2741389191077938e-07,3.253627711941355e-07,5.653957180236983e-08,1.3563138192818374e-07,2.5339278098827505e-07,0.0007095886953827,-0.0007946423123543767,0.0007095886953827,3.7606823120257215e-05,1.0021878898428384e-06,1.0121739130121484e-05,-0.0006719818722624428,5.5406929877874656e-05,0.0007693108703952957,-0.000713903940517421,9.358412021663674e-05,0.0008882264325693681,-0.0007946423123527314,0.9991376753766061,0.9984656935043437,-2.9374999748182464
pccv2_n04_row_r01,4.0,0.0039758651148631,0.0014339902211141,3.999577144881104,0.9995904416381096,0.9992945181556474,0.9977492561306748,3.6883750997754964e-07,6.602945403346439e-05,8.847951901734869e-07,0.0002959234824621,0.9995904416381096,3.320169456420661e-05,7.408299425310673e-06,2.1225133219280973e-06,1.6530150371970911e-06,4.179476538640805e-07,8.847951901734869e-07,9.927126908482143e-08,2.3813939480833785e-07,4.138242172674733e-08,9.927126908482143e-08,1.85463147156884e-07,0.0002959234824621,-0.0004228551188960594,0.0002959234824621,3.320169456420661e-05,8.847951901734869e-07,7.408299425310673e-06,-0.0002627217878978934,4.635179269454164e-05,0.00036320656919571544,-0.0003168547765011738,7.440166608693708e-05,0.0004972567849827504,-0.0004228551188958133,0.9995572399435454,0.9992945181556475,-2.1874999732600813
pccv2_n04_row_r02,4.0,0.0081953826266625,0.0029558594684184,3.999072025568119,0.9990126676270564,0.9981016859920868,0.9986787319962288,1.6357604951430628e-07,3.117207736514544e-05,6.886808917940203e-07,0.0009109816349696,0.9990126676270564,2.9283456671849903e-05,7.881535441397659e-06,2.403732500611799e-06,2.121286486431837e-06,5.709365124316883e-07,1.2086726063026668e-06,1.273931554534686e-07,3.253098187953492e-07,5.3105368075551126e-08,1.273931554534686e-07,2.2358195074347735e-07,0.0009109816349696,-0.0009279744318808625,0.0009109816349696,2.9283456671849903e-05,6.886808917940203e-07,7.881535441397659e-06,-0.00088169817829775,4.432640366754687e-05,0.0009430059692760537,-0.0008986795656085069,7.855510116611236e-05,0.0010065295330466816,-0.0009279744318805692,0.9989833841703846,0.9981016859920868,-3.437499966948721
pccv2_n04_row_r03,4.0,0.0251287967501414,0.0090632976137339,3.996329775568278,0.996291059878148,0.9926978732688496,0.9977755708730314,3.04767747111949e-07,5.807845231366753e-05,1.0637439597937025e-06,0.0035931866092985,0.996291059878148,3.749826715353204e-05,8.906619128967243e-06,3.712831238608522e-06,2.716365361807313e-06,8.818747169575005e-07,1.453965603940486e-06,1.8485098271494346e-07,4.434344555004169e-07,8.202712634560035e-08,1.736514278363259e-07,2.526613366380463e-07,0.0035931866092985,-0.0036702244317221577,0.0035931866092985,3.749826715353204e-05,1.0637439597937025e-06,8.906619128967243e-06,-0.003555688342144968,5.630654853284844e-05,0.0036526335733190734,-0.003596327024786225,0.00010054409342445188,0.0037707685251475377,-0.003670224431723086,0.9962535616109945,0.9926978732688495,-4.562499973610386
pccv2_n04_row_r04,4.0,0.0052543083379962,0.0018950911456321,3.999667343335301,0.9994557309317018,0.9991204508857312,0.9988214109858404,2.872122299646914e-07,6.602055551460501e-05,1.2092086540391334e-06,0.0003352800459705,0.9994557309317018,0.0001088494941803,2.0135131812686437e-05,4.782513000744297e-06,3.964842535693345e-06,1.0024691841541714e-06,1.5526546458650213e-06,1.854381530487719e-07,4.448430039075883e-07,9.324415911353082e-08,1.7420302331802084e-07,2.872122299646914e-07,0.0003352800459705,-0.00033265666469883826,0.0003352800459705,0.0001088494941803,1.2092086540391334e-06,2.0135131812686437e-05,-0.00022643055179020002,0.00014147204592879586,0.00040279702236910883,-0.000261324976440313,0.00020425231404405582,0.0005369089787422521,-0.00033265666469819625,0.9993468814375215,0.9991204508857313,-1.1249999937959863
pccv2_n04_row_r05,4.0,0.0123866013386995,0.0044675220812026,3.998389277873854,0.9983999123726638,0.9968988788141372,0.9979149724720316,2.869088208257026e-07,5.820138716069332e-05,7.798990340751195e-07,0.0015010335585264,0.9983999123726638,2.7492388617841856e-05,6.530014663400448e-06,1.9915419517676847e-06,1.6510462680932368e-06,4.4437307464024005e-07,9.407378063956132e-07,1.1235510857855072e-07,2.69525894120076e-07,4.133313455663396e-08,1.2731501747994002e-07,1.8524225738527907e-07,0.0015010335585264,-0.0016107221261458804,0.0015010335585264,2.7492388617841856e-05,7.798990340751195e-07,6.530014663400448e-06,-0.001473541169908558,3.978587379425955e-05,0.001560301753541994,-0.0015205158797477346,6.762302721395125e-05,0.001678345153359933,-0.0016107221261459817,0.9983724199840459,0.9968988788141374,-3.99999996429248
pccv2_n04_row_r06,4.0,0.0351115142472063,0.0126638018706366,3.994974101596287,0.99454819388152,0.9893292839352542,0.9980159194231106,3.238560462935182e-07,3.3034214801538016e-05,2.8864975204887348e-06,0.0052189099462658,0.99454819388152,0.0001390792391477,3.743266940064007e-05,8.352357518148045e-06,6.504822575626035e-06,1.983858799088632e-06,1.7507492453609127e-06,2.6848609247610626e-07,5.683850622321892e-07,1.4371024939624237e-07,2.225827884891678e-07,3.447429667664959e-07,0.0052189099462658,-0.005025898403713036,0.0052189099462658,0.0001390792391477,2.8864975204887348e-06,3.743266940064007e-05,-0.0050798307071181,0.00019665160384592392,0.005255154514634121,-0.005058502910788197,0.0002991826061826166,0.005325081009896566,-0.005025898403713949,0.9944091146423724,0.9893292839352542,-3.624999993001545
pccv2_n04_row_r07,3.0,0.478067459433902,0.172426388233919,3.182989915370774,0.8173290098204086,0.6349582569652232,0.9973307371769096,4.388037509477309e-07,3.4858499570218185e-05,5.345724045854763e-06,0.8173290098204086,0.1823707528551853,0.0001663006005732,5.747194970610999e-05,1.365078456920822e-05,1.1316897893881306e-05,3.6740588240910783e-06,4.71758491253882e-06,4.388037509477309e-07,9.888595175203524e-07,1.61426878682584e-07,2.3487472257177367e-07,6.384556903312119e-07,0.1823707528551853,0.18298991537077391,5.345724045854763e-06,0.1823707528551853,3.4858499570218185e-05,0.0001663006005732,0.18236540713113947,0.1826303471522244,4.064302736702068e-05,0.18258970412485737,0.18306629450521295,7.637913443913433e-05,0.1829899153707738,0.6349582569652232,0.8173236640963627,10.437499812940102
pccv2_n04_row_r08,4.0,0.0031282554653286,0.0011282796616158,3.999692365756357,0.9997027626397798,0.9995793895176974,0.9984677538091518,6.891566167414464e-07,0.0001233731220822,2.1227518224303497e-06,7.482958112737712e-05,0.9997027626397798,7.482958112737712e-05,1.1475487932808802e-05,3.499826082058379e-06,2.9014577305936234e-06,7.336033998478487e-07,1.4589445690903768e-06,1.742460804230739e-07,4.736499540942552e-07,1.056855901113476e-07,2.237363960214432e-07,3.4652970906521653e-07,0.0001233731220822,-0.0003076342436432178,7.482958112737712e-05,7.482958112737712e-05,2.1227518224303497e-06,1.1475487932808802e-05,0.0,9.622274857149148e-05,0.0002010146116487489,-0.00010479186307725743,0.00014431683384197536,0.0004519510774858036,-0.00030763424364382825,0.9996279330586524,0.9996279330586524,0.0
pccv2_n04_row_r09,4.0,0.0152534743235944,0.0055015279407442,3.9980641800459953,0.9979623795114188,0.9960358589080914,0.99782438430001,3.052790076660668e-07,4.256238400853599e-05,1.207401897216353e-06,0.0019265206033274,0.9979623795114188,4.256238400853599e-05,1.2980793717866618e-05,3.719059667221408e-06,3.719059667221408e-06,8.298343791486788e-07,1.870060641037023e-06,1.9710294144896517e-07,5.033199934372717e-07,8.746390007704687e-08,2.098149890088347e-07,3.459264352905794e-07,0.0019265206033274,-0.0019358199540047138,0.0019265206033274,4.256238400853599e-05,1.207401897216353e-06,1.2980793717866618e-05,-0.0018839582193188639,6.702482034029384e-05,0.0019705956682408185,-0.0019035708479005246,0.0001220237211734037,0.002057843675178105,-0.0019358199540047013,0.9979198171274102,0.9960358589080913,-3.812499977024112
pccv2_n04_row_r10,4.0,0.0276520647046459,0.0099733741549333,3.9958901419442503,0.9958273314661192,0.9917576127702418,0.998188013440938,3.242725735602332e-07,4.521049090412454e-05,1.2048187727284293e-06,0.0040697186958776,0.9958273314661192,3.748081340674938e-05,9.476633712195634e-06,3.0766125169156303e-06,2.8902099876059888e-06,8.814642441764309e-07,1.3652385285430916e-06,1.438950822504226e-07,3.911473872859434e-07,7.235499127023831e-08,1.6305448985599008e-07,2.6883140570872906e-07,0.0040697186958776,-0.004109858055749704,0.0040697186958776,3.748081340674938e-05,1.2048187727284293e-06,9.476633712195634e-06,-0.004032237882470851,5.6210255752557484e-05,0.004116458278128014,-0.004060248022375456,9.919884068128076e-05,0.004209056896429672,-0.004109858055748391,0.9957898506527125,0.9917576127702417,-4.6874999735653935
pccv2_n04_row_r11,4.0,0.0046924227613445,0.0016924337618865,3.999510212027083,0.9995034358713242,0.9991234956718594,0.9984171853874456,3.6880540583865625e-07,6.602370673633218e-05,1.2092663706783467e-06,0.0003799401994647,0.9995034358713242,3.118739075022494e-05,8.93533705149257e-06,2.9008792204455445e-06,2.4049133420738168e-06,7.334571295758394e-07,1.552728755496737e-06,1.8544700418206486e-07,5.040972216102753e-07,8.229160926838603e-08,2.1013898591478401e-07,3.254696283090688e-07,0.0003799401994647,-0.0004897879729170995,0.0003799401994647,3.118739075022494e-05,1.2092663706783467e-06,8.93533705149257e-06,-0.0003487528087144751,4.902215069859403e-05,0.0004475419779775492,-0.00039851982727895515,9.211710111982131e-05,0.0005819050740384079,-0.0004897879729185865,0.9994722484805739,0.9991234956718594,-2.4999999705677145
pccv2_n04_row_r12,4.0,0.0129479971525369,0.0046700028203523,3.998507964328079,0.9983484898570404,0.9968475336091394,0.99848477583555,3.921376638995516e-07,5.135989847131236e-05,1.5509345466695692e-06,0.001500956247901,0.9983484898570404,6.594741503566695e-05,1.6674117761985893e-05,4.487777913918935e-06,4.777214722220655e-06,1.2857698995809918e-06,2.4021344170802226e-06,2.6951201220829946e-07,6.465257075138485e-07,1.1959523045197206e-07,2.234333058200718e-07,4.174283703540666e-07,0.001500956247901,-0.0014920356719207994,0.001500956247901,6.594741503566695e-05,1.5509345466695692e-06,1.6674117761985893e-05,-0.0014350088328653331,9.725092437680189e-05,0.0015542592185828815,-0.0014570082942060797,0.00016767069114239654,0.0016597063630638745,-0.001492035671921478,0.9982825424420048,0.9968475336091394,-3.124999985502614
pccv2_n04_row_r13,4.0,0.0051886408079308,0.0018714065906389,3.9997183532982974,0.9994635999429424,0.9991283172572129,0.9984799993577838,3.464468074440033e-07,5.4733393848894855e-05,1.0024770768912229e-06,0.0003352826857297,0.9994635999429424,0.0001088503511847,2.01352903425479e-05,6.140916597471311e-06,4.782550654886844e-06,1.2872060463751611e-06,2.122243988432544e-06,2.534658989247005e-07,6.472478474725586e-07,1.444205158622785e-07,2.534658989247005e-07,4.178946189542825e-07,0.0003352826857297,-0.0002816467017026092,0.0003352826857297,0.0001088503511847,1.0024770768912229e-06,2.01352903425479e-05,-0.00022643233454500004,0.00014503505359455225,0.0003913650034629301,-0.00024632994986837785,0.00022122690695698617,0.000502873608659943,-0.00028164670170295684,0.9993547495917577,0.9991283172572127,-1.124999993795461
pccv2_n04_row_r14,4.0,0.0041153690584608,0.0014843056330173,3.999665240039262,0.999584563722175,0.9993234137011558,0.9980332348193456,3.9262317684699e-07,6.602906575886325e-05,1.6530053169326482e-06,0.000261150021019,0.999584563722175,6.602906575886325e-05,1.1474131139266429e-05,3.0882205009733897e-06,2.5602247186686035e-06,7.335166629385856e-07,1.2093645245998224e-06,1.9742333156193578e-07,3.9262317684699e-07,9.927068533756845e-08,1.742254786013399e-07,2.534965755726967e-07,0.000261150021019,-0.00033475996073795145,0.000261150021019,6.602906575886325e-05,1.6530053169326482e-06,1.1474131139266429e-05,-0.00019512095526013674,8.621156255323062e-05,0.0003292247152716429,-0.00024301315271841228,0.00012935376089834324,0.000464113721636843,-0.0003347599607384997,0.9995185346564162,0.999323413701156,-1.374999988684095
pccv2_n04_row_r15,4.0,0.210767161495825,0.0760181846680675,3.946632830790708,0.9463864258824902,0.8929949572554224,0.9966416201031904,3.492058329679635e-07,7.083875575818513e-05,2.0095408208742526e-06,0.0533914686270678,0.9463864258824902,0.0001030697814503,2.6060121881601435e-05,7.947888124398465e-06,5.462498296929154e-06,1.7734135500388331e-06,2.9238646416968502e-06,2.895018037688829e-07,6.128753233881244e-07,1.2068230661966778e-07,1.989714859210011e-07,4.483891651864791e-07,0.0533914686270678,-0.053367169209292076,0.0533914686270678,0.0001030697814503,2.0095408208742526e-06,2.6060121881601435e-05,-0.0532883988456175,0.00014890798802984892,0.053464666129479824,-0.053315758141449975,0.00024223159002411562,0.053609400799315976,-0.05336716920929186,0.94628335610104,0.8929949572554224,-6.2499999903174865
pccv2_n04_row_r16,4.0,0.0051182846920126,0.0018460309857561,3.9995570476288855,0.9994870119491464,0.9992836479569778,0.997712064981215,8.84703638586453e-07,0.0002033639921686,2.404873824341153e-06,0.0001088529009574,0.9994870119491464,0.0001583800363494,2.1434407078377075e-05,6.537124816443368e-06,4.492895800459929e-06,1.8729176175848144e-06,2.25916988500428e-06,4.179044079565154e-07,7.807482207578661e-07,2.534718362546828e-07,4.448569266270592e-07,6.080473257078322e-07,0.0002033639921686,-0.00044295237111446895,0.0001088529009574,0.0001583800363494,2.404873824341153e-06,2.1434407078377075e-05,4.952713539200001e-05,0.00019748158026457345,0.0003155064705889276,-0.00011802489032435414,0.0002843410685523812,0.0007272934396662281,-0.0004429523711138469,0.999328631912797,0.9993781590481889,0.3749999971278337
pccv2_n04_row_r17,4.0,0.003296179940414,0.0011888456134782,3.9996882731313055,0.9996756709092096,0.99947226853091,0.9984665510153476,3.9265896250685844e-07,6.603508398149508e-05,1.2874791719097533e-06,0.0002034023782995,0.9996756709092096,3.5346033384306546e-05,9.513255827445943e-06,2.7255934283214203e-06,2.5604580704837075e-06,6.473851836161017e-07,1.2874791719097533e-06,1.6368460815547674e-07,4.1798328983298645e-07,8.230578980837351e-08,1.9744132572175618e-07,2.698702951521501e-07,0.0002034023782995,-0.0003117268686945174,0.0002034023782995,3.5346033384306546e-05,1.2874791719097533e-06,9.513255827445943e-06,-0.00016805634491519344,5.321149037475421e-05,0.0002711176004154117,-0.0002179061100406575,9.392635574355536e-05,0.0004056532244378322,-0.00031172686869427685,0.9996403248758253,0.9994722685309101,-1.7499999766245558
pccv2_n04_row_r18,4.0,0.0053267033870754,0.001921202140205,3.9994554408161953,0.9994150731522956,0.9989272634087842,0.998502835759556,3.057233900217892e-07,4.537337412468288e-05,7.806920258429014e-07,0.0004878097435112,0.9994150731522956,3.533681929889484e-05,8.934547108557937e-06,2.404700731817256e-06,1.8727828129916596e-06,5.040526560794751e-07,8.846399614054905e-07,1.1972299973923817e-07,2.697999447418911e-07,4.6884200340510615e-08,1.1972299973923817e-07,1.636419384747313e-07,0.0004878097435112,-0.0005445591838046937,0.0004878097435112,3.533681929889484e-05,7.806920258429014e-07,8.934547108557937e-06,-0.00045247292421230514,5.065731465278227e-05,0.0005342695330517476,-0.0004836122183989653,8.215495969204826e-05,0.0006267141434970216,-0.0005445591838049733,0.9993797363329967,0.9989272634087845,-2.6249999737508003
pccv2_n04_row_r19,4.0,0.025109959574287,0.0090565035386865,3.996367879994327,0.9962936739125032,0.9927004778755246,0.9983393892186,3.244244292690201e-07,4.8148854437865696e-05,1.6475631977260744e-06,0.0035931960369785,0.9962936739125032,4.249121490441303e-05,1.0743461601684407e-05,3.2765706648226625e-06,2.7163724889137e-06,9.992975932350518e-07,1.547742389754616e-06,1.9677336311143338e-07,4.1656921297583625e-07,8.731765057630616e-08,2.0946415469475279e-07,3.244244292690201e-07,0.0035931960369785,-0.003632120005673034,0.0035931960369785,4.249121490441303e-05,1.6475631977260744e-06,1.0743461601684407e-05,-0.0035507048220740868,6.300920845345082e-05,0.003643316879043361,-0.00358030767058991,0.00011011541873228782,0.003742235424404625,-0.0036321200056723376,0.9962511826975988,0.9927004778755247,-4.437499976744024
pccv2_n05_dense_r00,4.0,0.1496200640261478,0.0539640310970031,4.032322610270142,0.96648504615492,0.9334137464991352,0.9959785587845004,1.6141944059126243e-05,0.0002861228045929,4.624744403588516e-06,4.1219898182026265e-05,0.96648504615492,0.033071299655785,8.197555600696263e-05,7.162944255716538e-06,2.0522178889049324e-06,1.2447330700315764e-06,1.169318505703584e-06,3.566219953745576e-07,4.301682384296604e-07,2.3025246580535766e-07,3.350153609414664e-07,5.879702693735558e-07,0.033071299655785,0.032322610270141716,4.1219898182026265e-05,0.033071299655785,4.624744403588516e-06,8.197555600696263e-05,0.03303007975760298,0.03316684445384224,0.000348109391237641,0.032818735062604604,0.03329601584714591,0.0009734055770044082,0.0323226102701415,0.933413746499135,0.966443826256738,6.687499975770108
pccv2_n05_dense_r01,5.0,0.0187828633347536,0.006774485946686,5.000546644697322,0.9975792958936476,0.9956535148156744,0.9975838393185938,2.424200613731223e-05,0.0002953280933631,5.081400533767443e-06,3.7176320474420687e-06,0.0001395031133895,0.9975792958936476,0.001925781077973,1.7735830567078037e-05,2.7198777085815208e-06,1.4558456276923026e-06,1.6496892209236356e-06,6.460275811817606e-07,1.0651194145533225e-06,4.726438751231715e-07,3.051618214984443e-07,1.000587091487633e-06,0.001925781077973,0.0005466446973221295,0.0001395031133895,0.001925781077973,3.7176320474420687e-06,1.7735830567078037e-05,0.0017862779645834998,0.0019528318608811196,0.00046787224547112176,0.0014849596154099978,0.002011349680546599,0.0014647049832246476,0.0005466446973219515,0.9956535148156745,0.9974397927802581,2.624999993351136
pccv2_n05_dense_r02,4.0,0.0452689166816611,0.016327310400762,4.005219618074288,0.9927498749033148,0.9860607788628676,0.9936513113377003,1.8788294125031863e-05,0.0004845564919487,5.056800762602304e-06,2.00000349886154e-05,0.9927498749033148,0.0066890960404472,2.412464719274589e-05,3.938240393750752e-06,1.2010954591358363e-06,8.255000318685807e-07,9.957431093378656e-07,2.087190943944573e-07,3.441196105294096e-07,1.5270215151857438e-07,3.036844904108213e-07,5.329828791421271e-07,0.0066890960404472,0.005219618074288057,2.00000349886154e-05,0.0066890960404472,5.056800762602304e-06,2.412464719274589e-05,0.006669096005458584,0.006721723474860033,0.0005284016218249496,0.0061933218530350834,0.006778554363149192,0.0015589362888600473,0.005219618074289145,0.9860607788628676,0.9927298748683262,5.812499950149576
pccv2_n05_dense_r03,4.0,0.0176827228198603,0.0063776941304066,4.001296687499919,0.997701898100266,0.9957758803443562,0.9960049819797376,8.919231706960797e-06,0.0001580971648434,3.718088943344268e-06,0.0001791475577766,0.997701898100266,0.0019260177559098,1.4705327033569276e-05,2.895650580605648e-06,1.2849371560784734e-06,1.000710063351459e-06,7.321351223921114e-07,3.2488299117738165e-07,3.051993257979476e-07,1.633614271096421e-07,2.867082334164577e-07,5.031886202464144e-07,0.0019260177559098,0.0012966874999191802,0.0001791475577766,0.0019260177559098,3.718088943344268e-06,1.4705327033569276e-05,0.0017468701981332,0.0019482198564635448,0.00034988204327030507,0.0015983378131932398,0.0019932396569396662,0.0006965521570213317,0.0012966874999183345,0.9957758803443562,0.9975227505424894,2.374999994937318
pccv2_n05_dense_r04,5.0,0.0178422683455771,0.0064352380150935,5.000313926346709,0.99774052733766,0.996040756824213,0.997483866311029,2.1396953002765112e-05,0.0002606682507336,2.255222254478097e-06,2.4006715935201773e-06,0.0002606682507336,0.99774052733766,0.0016997705134469,8.91957704369879e-06,1.0652915620126382e-06,5.702094832721112e-07,5.032081028120008e-07,1.8511991565542058e-07,3.681549126298484e-07,1.7390406695363093e-07,1.354366235227898e-07,3.9189886451786236e-07,0.0016997705134469,0.00031392634670890374,0.0002606682507336,0.0016997705134469,2.4006715935201773e-06,8.91957704369879e-06,0.0014391022627133,0.0017120833140219752,0.0005473893483179634,0.0011646939657040118,0.0017358193753423381,0.0014218930286323003,0.0003139263467100378,0.9960407568242131,0.9974798590869265,1.8749999967521604
pccv2_n05_dense_r05,5.0,0.0512552179978227,0.0184864122062854,4.990897322903781,0.9916946625026531,0.984122980318105,0.9969427245482052,1.876832369597496e-05,0.0004271650784017,8.328393154819878e-06,6.48615911070025e-06,0.0075716821845482,0.9916946625026531,0.0002590887168092,7.3497811626352895e-06,1.5405978247569915e-06,1.1271254465134146e-06,1.4472577211187438e-06,3.659240572329617e-07,6.422167207405163e-07,2.677157592792002e-07,3.033616984888366e-07,7.746612352411572e-07,0.0075716821845482,-0.009102677096218592,0.0075716821845482,0.0002590887168092,6.48615911070025e-06,7.3497811626352895e-06,-0.007312593467739,0.00027290735843520705,0.008032430138911395,-0.007759522780476188,0.000309464518102015,0.009412141614320736,-0.00910267709621872,0.9914355737858439,0.984122980318105,-3.3749999962724058
pccv2_n05_dense_r06,4.0,0.4112059302867537,0.1483111891022081,4.125510291314566,0.8646616137214173,0.732061460617087,0.9850477442917054,4.178734369916198e-05,0.0024286565208497,1.53727046480867e-05,6.080022632198067e-05,0.8646616137214173,0.1326001531043303,0.0001652721503772,1.444131955718608e-05,2.671375508197013e-06,2.2146480818892886e-06,2.080469337661606e-06,6.75429503735232e-07,9.232026722935034e-07,6.345072988185002e-07,8.672686499768256e-07,1.836007746408592e-06,0.1326001531043303,0.1255102913145656,6.080022632198067e-05,0.1326001531043303,1.53727046480867e-05,0.0001652721503772,0.1325393528780083,0.13279176948306368,0.00254661679551893,0.13024515268754475,0.1330549558875286,0.007544664572963903,0.1255102913145647,0.732061460617087,0.8646008134950953,7.687499983560234
