sample_id,ground_truth,condition,replicate,layer,head,head_name,alpha,baseline_best_numeral,modulated_best_numeral,baseline_correct,modulated_correct,baseline_gt_logp,modulated_gt_logp,delta_gt_logp,baseline_margin,modulated_margin,delta_margin,baseline_entropy,modulated_entropy,delta_entropy,baseline_entropy_norm,modulated_entropy_norm,delta_entropy_norm,baseline_expected_numeral,modulated_expected_numeral,response_expected_numeral_shift,baseline_top1_prob,modulated_top1_prob,baseline_conditional_margin,modulated_conditional_margin,baseline_vocab_numeral_mass,modulated_vocab_numeral_mass,delta_vocab_numeral_mass,response_l1,response_l2,response_tv,response_js,numeral_changed,hook_calls,baseline_numprob_1,modulated_numprob_1,delta_numprob_1,baseline_numprob_2,modulated_numprob_2,delta_numprob_2,baseline_numprob_3,modulated_numprob_3,delta_numprob_3,baseline_numprob_4,modulated_numprob_4,delta_numprob_4,baseline_numprob_5,modulated_numprob_5,delta_numprob_5,baseline_numprob_6,modulated_numprob_6,delta_numprob_6,baseline_numprob_7,modulated_numprob_7,delta_numprob_7,baseline_numprob_8,modulated_numprob_8,delta_numprob_8,baseline_numprob_9,modulated_numprob_9,delta_numprob_9,baseline_numprob_10,modulated_numprob_10,delta_numprob_10
pccv1_n06_row_r04,6,row,4,18,13,L18H13,1.0,5,5,False,False,-5.755932807922363,-5.755932807922363,0.0,-5.75,-5.75,0.0,0.025453281712637284,0.025453281712637284,0.0,0.011054219794127322,0.011054219794127322,0.0,5.001477591183113,5.001477591183113,0.0,0.996377483171109,0.996377483171109,0.9932062320515973,0.9932062320515973,0.9976989567706767,0.9976989567706767,0.0,0.0,0.0,0.0,0.0,False,0,0.0004291821684735328,0.0004291821684735328,0.0,7.31163238216986e-07,7.31163238216986e-07,0.0,4.1660425521068297e-07,4.1660425521068297e-07,0.0,6.516787005647096e-06,6.516787005647096e-06,0.0,0.996377483171109,0.996377483171109,0.0,0.0031712511195116397,0.0031712511195116397,0.0,1.2174960978747025e-05,1.2174960978747025e-05,0.0,1.2832314462308933e-06,1.2832314462308933e-06,0.0,3.9136347936859464e-07,3.9136347936859464e-07,0.0,5.694305024764127e-07,5.694305024764127e-07,0.0
pccv1_n06_row_r04,6,row,4,18,13,L18H13,0.5,5,5,False,False,-5.755932807922363,-6.129885673522949,-0.37395286560058594,-5.75,-6.125,-0.375,0.025453281712637284,0.01927206588903617,-0.006181215823601115,0.011054219794127322,0.008369751870484294,-0.002684467923643028,5.001477591183113,5.000677097948778,-0.0008004932343350646,0.996377483171109,0.9974107211652893,0.9932062320515973,0.9952288940715598,0.9976989567706767,0.9977094762955119,1.0519524835217453e-05,0.002081914894022868,0.0014314676763983944,0.001040957447011434,4.759830815998435e-05,False,1,0.0004291821684735328,0.00037914469800439163,-5.003747046914119e-05,7.31163238216986e-07,1.0004180084905812e-06,2.692547702735953e-07,4.1660425521068297e-07,5.35485172340792e-07,1.1888091713010898e-07,6.516787005647096e-06,1.381034461528573e-05,7.293557609638634e-06,0.996377483171109,0.9974107211652893,0.0010332379941803138,0.0031712511195116397,0.0021818270937294564,-0.0009894240257821833,1.2174960978747025e-05,1.0755507200870485e-05,-1.4194537778765394e-06,1.2832314462308933e-06,1.2067344639068347e-06,-7.64969823240586e-08,3.9136347936859464e-07,3.917693211537093e-07,4.0584178511466947e-10,5.694305024764127e-07,6.067841946781912e-07,3.7353692201778494e-08
pccv1_n06_row_r04,6,row,4,18,13,L18H13,1.5,5,5,False,False,-5.755932807922363,-5.3828229904174805,0.3731098175048828,-5.75,-5.375,0.375,0.025453281712637284,0.03436174234936394,0.008908460636726657,0.011054219794127322,0.014923115090910039,0.003868895296782717,5.001477591183113,5.00243998915325,0.0009623979701371965,0.996377483171109,0.9948191407521965,0.9932062320515973,0.9902122141568097,0.9976989567706767,0.9973746059279449,-0.0003243508427317465,0.003121125552194872,0.002122324464154967,0.001560562776097436,7.089855364039081e-05,False,1,0.0004291821684735328,0.0005502189178739377,0.00012103674940040483,7.31163238216986e-07,6.052075823553709e-07,-1.2595565586161506e-07,4.1660425521068297e-07,3.67076954189091e-07,-4.952730102159198e-08,6.516787005647096e-06,4.471912777522028e-06,-2.0448742281250684e-06,0.996377483171109,0.9948191407521965,-0.0015583424189125061,0.0031712511195116397,0.004606926595386794,0.001435675475875154,1.2174960978747025e-05,1.560850926940763e-05,3.433548290660606e-06,1.2832314462308933e-06,1.5454517022424257e-06,2.6222025601153236e-07,3.9136347936859464e-07,4.713361390591146e-07,7.997265969051995e-08,5.694305024764127e-07,6.442401179123664e-07,7.480961543595362e-08
pccv1_n06_row_r05,6,row,5,18,13,L18H13,1.0,5,5,False,False,-7.502610206604004,-7.502610206604004,0.0,-7.5,-7.5,0.0,0.009303305336411834,0.009303305336411834,0.0,0.004040374171064735,0.004040374171064735,0.0,4.998593292806724,4.998593292806724,0.0,0.998926907280028,0.998926907280028,0.9983744164206912,0.9983744164206912,0.9984648150335715,0.9984648150335715,0.0,0.0,0.0,0.0,0.0,False,0,0.00048757147207093704,0.00048757147207093704,0.0,6.469002878707425e-07,6.469002878707425e-07,0.0,2.8706026263331825e-07,2.8706026263331825e-07,0.0,2.427475421421581e-05,2.427475421421581e-05,0.0,0.998926907280028,0.998926907280028,0.0,0.0005524908593366977,0.0005524908593366977,0.0,6.533461463054555e-06,6.533461463054555e-06,0.0,6.886217719107736e-07,6.886217719107736e-07,0.0,2.533297926290238e-07,2.533297926290238e-07,0.0,3.4626077219503974e-07,3.4626077219503974e-07,0.0
pccv1_n06_row_r05,6,row,5,18,13,L18H13,0.5,5,5,False,False,-7.502610206604004,-7.7524895668029785,-0.2498793601989746,-7.5,-7.75,-0.25,0.009303305336411834,0.008613508748794216,-0.0006897965876176172,0.004040374171064735,0.0037407993194267107,-0.0002995748516380239,4.998593292806724,4.998444899420801,-0.00014839338592320672,0.998926907280028,0.9990255063835514,0.9983744164206912,0.998537886785727,0.9984648150335715,0.9984864321200178,2.1617086446212852e-05,0.00024587041493274314,0.0001588198493354825,0.00012293520746637157,5.850566557411317e-06,False,1,0.00048757147207093704,0.0004876195978243825,4.812575344546833e-08,6.469002878707425e-07,8.307183996749078e-07,1.8381811180416524e-07,2.8706026263331825e-07,3.4629494987258043e-07,5.923468723926218e-08,2.427475421421581e-05,4.828087836559033e-05,2.400612415137452e-05,0.998926907280028,0.9990255063835514,9.859910352338908e-05,0.0005524908593366977,0.00043032278471956365,-0.00012216807461713406,6.533461463054555e-06,5.7663286137269e-06,-7.671328493276551e-07,6.886217719107736e-07,6.886897423387221e-07,6.79704279485418e-11,2.533297926290238e-07,2.6969477813443847e-07,1.636498550541466e-08,3.4626077219503974e-07,3.686290552905997e-07,2.2368283095559954e-08
pccv1_n06_row_r05,6,row,5,18,13,L18H13,1.5,5,5,False,False,-7.502610206604004,-7.25313138961792,0.24947881698608398,-7.5,-7.25,0.25,0.009303305336411834,0.01084925279931931,0.0015459474629074769,0.004040374171064735,0.004711770623517784,0.0006713964524530493,4.998593292806724,4.998504650262257,-8.864254446727671e-05,0.998926907280028,0.9987145491402877,0.9983744164206912,0.9980052876457238,0.9984648150335715,0.9981565194184867,-0.0003082956150848304,0.0004459576600911308,0.0002719986364930855,0.0002229788300455654,6.659776197057558e-06,False,1,0.00048757147207093704,0.0005523734073687337,6.480193529779664e-05,6.469002878707425e-07,5.361851653658108e-07,-1.1071512250493176e-07,2.8706026263331825e-07,2.2351523095604687e-07,-6.354503167727138e-08,2.427475421421581e-05,1.3828397673340632e-05,-1.0446356540875177e-05,0.998926907280028,0.9987145491402877,-0.0002123581397402985,0.0005524908593366977,0.0007092614945638656,0.00015677063522716794,6.533461463054555e-06,7.879183487818549e-06,1.345722024763994e-06,6.886217719107736e-07,7.328782275165363e-07,4.425645560576266e-08,2.533297926290238e-07,2.696108327855005e-07,1.6281040156476683e-08,3.4626077219503974e-07,3.4618716191093134e-07,-7.361028410839571e-11
pccv1_n07_dense_r00,7,dense,0,18,13,L18H13,1.0,6,6,False,False,-8.082229614257812,-8.082229614257812,0.0,-8.0,-8.0,0.0,0.27337380744793643,0.27337380744793643,0.0,0.11872473607152087,0.11872473607152087,0.0,5.92354823930528,5.92354823930528,0.0,0.9236559832619409,0.9236559832619409,0.8478376831469285,0.8478376831469285,0.9971895380424485,0.9971895380424485,0.0,0.0,0.0,0.0,0.0,False,0,0.00018793477644122995,0.00018793477644122995,0.0,2.2224161697818544e-06,2.2224161697818544e-06,0.0,4.419802309850734e-06,4.419802309850734e-06,0.0,7.756994626747415e-06,7.756994626747415e-06,0.0,0.07581830011501231,0.07581830011501231,0.0,0.9236559832619409,0.9236559832619409,0.0,0.0003098520634229292,0.0003098520634229292,0.0,8.789826461746518e-06,8.789826461746518e-06,0.0,2.5183274448590097e-06,2.5183274448590097e-06,0.0,2.2224161697818544e-06,2.2224161697818544e-06,0.0
pccv1_n07_dense_r00,7,dense,0,18,13,L18H13,0.5,6,6,False,False,-8.082229614257812,-8.271636962890625,-0.1894073486328125,-8.0,-8.125,-0.125,0.27337380744793643,0.39694820008752135,0.12357439263958492,0.11872473607152087,0.1723924128994384,0.05366767682791754,5.92354823930528,5.866064810142397,-0.057483429162882516,0.9236559832619409,0.866562441004332,0.8478376831469285,0.7336707865950524,0.9971895380424485,0.9965897366848822,-0.0005998013575663208,0.11429510412613174,0.08072823487401341,0.05714755206306587,0.004411394225003257,False,1,0.00018793477644122995,0.00025654124392453714,6.860646748330719e-05,2.2224161697818544e-06,2.8499157906740577e-06,6.274996208922033e-07,4.419802309850734e-06,5.001757980367197e-06,5.819556705164631e-07,7.756994626747415e-06,1.1998593645505637e-05,4.241599018758221e-06,0.07581830011501231,0.1328916544092796,0.0570733542942673,0.9236559832619409,0.866562441004332,-0.057093542257608876,0.0003098520634229292,0.00025654124392453714,-5.331081949839204e-05,8.789826461746518e-06,8.246504773125512e-06,-5.433216886210059e-07,2.5183274448590097e-06,2.3626631748309125e-06,-1.5566427002809718e-07,2.2224161697818544e-06,2.3626631748309125e-06,1.4024700504905813e-07
pccv1_n07_dense_r00,7,dense,0,18,13,L18H13,1.5,6,6,False,False,-8.082229614257812,-7.926779270172119,0.15545034408569336,-8.0,-7.875,0.125,0.27337380744793643,0.19599067352950883,-0.0773831339184276,0.11872473607152087,0.0851176680183674,-0.03360706805315347,5.92354823930528,5.952115077802721,0.028566838497440905,0.9236559832619409,0.9520412199149507,0.8478376831469285,0.9046418786100204,0.9971895380424485,0.9973712356290889,0.0001816975866404391,0.056878008539091626,0.040166676281920236,0.028439004269545813,0.001762213099264765,False,1,0.00018793477644122995,0.00017094871702178917,-1.698605941944078e-05,2.2224161697818544e-06,1.7840099492322102e-06,-4.3840622054964415e-07,4.419802309850734e-06,3.776749092161766e-06,-6.43053217688968e-07,7.756994626747415e-06,5.849543424279099e-06,-1.9074512024683166e-06,0.07581830011501231,0.047399341304930245,-0.028418958810082065,0.9236559832619409,0.9520412199149507,0.02838523665300985,0.0003098520634229292,0.0003618984367750431,5.204637335211391e-05,8.789826461746518e-06,1.0266268427872523e-05,1.4764419661260054e-06,2.5183274448590097e-06,2.763128662435589e-06,2.448012175765794e-07,2.2224161697818544e-06,2.15192676603188e-06,-7.048940374997419e-08
pccv1_n07_dense_r01,7,dense,1,18,13,L18H13,1.0,6,6,False,False,-4.638734340667725,-4.638734340667725,0.0,-4.625,-4.625,0.0,0.06076875748610859,0.06076875748610859,0.0,0.026391536048333882,0.026391536048333882,0.0,6.008887331905095,6.008887331905095,0.0,0.9896313320281374,0.9896313320281374,0.9799293278362926,0.9799293278362926,0.996694166592988,0.996694166592988,0.0,0.0,0.0,0.0,0.0,False,0,9.51151022529429e-05,9.51151022529429e-05,0.0,2.381159992765796e-06,2.381159992765796e-06,0.0,5.040915744242627e-06,5.040915744242627e-06,0.0,2.872227211985147e-06,2.872227211985147e-06,0.0,0.00048303434600467524,0.00048303434600467524,0.0,0.9896313320281374,0.9896313320281374,0.0,0.009702004191844712,0.009702004191844712,0.0,6.53715900295547e-05,6.53715900295547e-05,0.0,7.80752303754481e-06,7.80752303754481e-06,0.0,5.040915744242627e-06,5.040915744242627e-06,0.0
pccv1_n07_dense_r01,7,dense,1,18,13,L18H13,0.5,6,6,False,False,-4.638734340667725,-5.383263111114502,-0.7445287704467773,-4.625,-5.375,-0.75,0.06076875748610859,0.03738679942541601,-0.023381958060692577,0.026391536048333882,0.01623688068648184,-0.010154655361852043,6.008887331905095,6.003485984896261,-0.005401347008834101,0.9896313320281374,0.9944580199850666,0.9799293278362926,0.9898527657106053,0.996694166592988,0.9972977485751926,0.0006035819822045596,0.01028952115942452,0.00702676722766906,0.00514476057971226,0.0004892472121397751,False,1,9.51151022529429e-05,7.923777674482e-05,-1.5877325508122908e-05,2.381159992765796e-06,1.9836789261784725e-06,-3.9748106658732347e-07,5.040915744242627e-06,4.7585983671727195e-06,-2.823173770699078e-07,2.872227211985147e-06,3.7060001346764228e-06,8.337729226912757e-07,0.00048303434600467524,0.0008002731958651454,0.00031723884986047015,0.9896313320281374,0.9944580199850666,0.004826687956929199,0.009702004191844712,0.004605254274461223,-0.005096749917383489,6.53715900295547e-05,3.742927544781276e-05,-2.7942314581741933e-05,7.80752303754481e-06,5.3921983785280925e-06,-2.415324659016718e-06,5.040915744242627e-06,3.945016608111893e-06,-1.0958991361307347e-06
pccv1_n07_dense_r01,7,dense,1,18,13,L18H13,1.5,6,6,False,False,-4.638734340667725,-3.777592420578003,0.8611419200897217,-4.625,-3.75,0.875,0.06076875748610859,0.11490460797220144,0.054135850486092846,0.026391536048333882,0.04990243718758348,0.023510901139249595,6.008887331905095,6.0224131651927015,0.013525833287606481,0.9896313320281374,0.976458922599402,0.9799293278362926,0.9534948098188768,0.996694166592988,0.9962372574711935,-0.00045690912179452425,0.02665693631339214,0.01869286360164644,0.01332846815669607,0.001419800183575723,False,1,9.51151022529429e-05,9.990182586991785e-05,4.786723616974952e-06,2.381159992765796e-06,2.50099327374001e-06,1.198332809742138e-07,5.040915744242627e-06,4.9738190346600385e-06,-6.709670958258882e-08,2.872227211985147e-06,2.349465751360004e-06,-5.227614606251432e-07,0.00048303434600467524,0.0003275654762140508,-0.00015546886979062442,0.9896313320281374,0.976458922599402,-0.013172409428735321,0.009702004191844712,0.022964112780525205,0.013262108588680493,6.53715900295547e-05,0.0001205046043366824,5.513301430712771e-05,7.80752303754481e-06,1.1931571598909248e-05,4.124048561364438e-06,5.040915744242627e-06,7.2368639932949465e-06,2.195948249052319e-06
pccv1_n07_dense_r02,7,dense,2,18,13,L18H13,1.0,6,6,False,False,-1.2406024932861328,-1.2406024932861328,0.0,-0.875,-0.875,0.0,0.6129209850743135,0.6129209850743135,0.0,0.2661882016604797,0.2661882016604797,0.0,6.290348457411258,6.290348457411258,0.0,0.7051720005425651,0.7051720005425651,0.4112125761756572,0.4112125761756572,0.9838429586773145,0.9838429586773145,0.0,0.0,0.0,0.0,0.0,False,0,0.0007286525630010628,0.0007286525630010628,0.0,7.604171850916888e-06,7.604171850916888e-06,0.0,1.2537159876665838e-05,1.2537159876665838e-05,0.0,5.922134992103606e-06,5.922134992103606e-06,0.0,4.110776464405287e-05,4.110776464405287e-05,0.0,0.7051720005425651,0.7051720005425651,0.0,0.2939594243669079,0.2939594243669079,0.0,6.777524595958466e-05,6.777524595958466e-05,0.0,2.178631711436919e-06,2.178631711436919e-06,0.0,2.797418491086917e-06,2.797418491086917e-06,0.0
pccv1_n07_dense_r02,7,dense,2,18,13,L18H13,0.5,6,6,False,False,-1.2406024932861328,-1.8220659494400024,-0.5814634561538696,-0.875,-1.625,-0.75,0.6129209850743135,0.454407466884768,-0.15851351818954545,0.2661882016604797,0.19734665540368937,-0.06884154625679031,6.290348457411258,6.160520900698493,-0.12982755671276536,0.7051720005425651,0.834737610982903,0.4112125761756572,0.6703680296483128,0.9838429586773145,0.9837060877160866,-0.00013687096122794173,0.25923091245032653,0.18325058445309475,0.12961545622516327,0.012017086408407204,False,1,0.0007286525630010628,0.0007611821734253707,3.2529610424308e-05,7.604171850916888e-06,7.943648798463772e-06,3.394769475468845e-07,1.2537159876665838e-05,1.3941537817000925e-05,1.4043779403350867e-06,5.922134992103606e-06,7.46236744767944e-06,1.540232455575834e-06,4.110776464405287e-05,5.513985170173731e-05,1.4032087057684436e-05,0.7051720005425651,0.834737610982903,0.12956561044033787,0.2939594243669079,0.1643695813345903,-0.12958984303231763,6.777524595958466e-05,4.294295968375416e-05,-2.4832286275830497e-05,2.178631711436919e-06,1.7724676285641039e-06,-4.061640828728149e-07,2.797418491086917e-06,2.422676004223761e-06,-3.7474248686315595e-07
pccv1_n07_dense_r02,7,dense,2,18,13,L18H13,1.5,6,6,False,False,-1.2406024932861328,-0.7115929126739502,0.5290095806121826,-0.875,0.0,0.875,0.6129209850743135,0.7004322093592813,0.08751122428496783,0.2661882016604797,0.30419384347203904,0.038005641811559354,6.290348457411258,6.495906805000971,0.20555834758971336,0.7051720005425651,0.4995437517312945,0.4112125761756572,0.0,0.9838429586773145,0.9826200054676519,-0.0012229532096625917,0.4112828206199716,0.2907712058636999,0.2056414103099858,0.022288955746752867,False,1,0.0007286525630010628,0.0007510336549598861,2.2381091958823397e-05,7.604171850916888e-06,7.362874873519162e-06,-2.412969773977261e-07,1.2537159876665838e-05,1.213932841747456e-05,-3.9783145919127836e-07,5.922134992103606e-06,5.386794331445147e-06,-5.353406606584592e-07,4.110776464405287e-05,2.912073502603243e-05,-1.1987029618020444e-05,0.7051720005425651,0.4995437517312945,-0.20562824881127062,0.2939594243669079,0.4995437517312945,0.2055843273643866,6.777524595958466e-05,0.00010164135241422465,3.386610645463999e-05,2.178631711436919e-06,2.544541468669583e-06,3.6590975723266417e-07,2.797418491086917e-06,3.2672559195876997e-06,4.698374285007828e-07
pccv1_n07_dense_r03,7,dense,3,18,13,L18H13,1.0,6,6,False,False,-1.322540044784546,-1.322540044784546,0.0,-1.0,-1.0,0.0,0.589925431755684,0.589925431755684,0.0,0.2562013597458869,0.2562013597458869,0.0,6.266821989349727,6.266821989349727,0.0,0.7304066433878217,0.7304066433878217,0.46170505559040087,0.46170505559040087,0.9916488499834486,0.9916488499834486,0.0,0.0,0.0,0.0,0.0,False,0,0.0004577653441352694,0.0004577653441352694,0.0,1.0765609025061815e-05,1.0765609025061815e-05,0.0,1.5663868704601166e-05,1.5663868704601166e-05,0.0,8.925003356721958e-06,8.925003356721958e-06,0.0,0.00010214125454730376,0.00010214125454730376,0.0,0.7304066433878217,0.7304066433878217,0.0,0.2687015877974208,0.2687015877974208,0.0,0.00027764871617194566,0.00027764871617194566,0.0,1.1459931154054404e-05,1.1459931154054404e-05,0.0,7.399087662580317e-06,7.399087662580317e-06,0.0
pccv1_n07_dense_r03,7,dense,3,18,13,L18H13,0.5,6,6,False,False,-1.322540044784546,-1.8122690916061401,-0.48972904682159424,-1.0,-1.625,-0.625,0.589925431755684,0.4536209614006384,-0.13630447035504561,0.2562013597458869,0.19700508041194523,-0.0591962793339417,6.266821989349727,6.162707789070735,-0.10411420027899165,0.7304066433878217,0.8348827634519868,0.46170505559040087,0.6704845999015492,0.9916488499834486,0.9932180032096767,0.0015691532262280816,0.20905060771554465,0.14762956968351854,0.10452530385777233,0.008100167192070037,False,1,0.0004577653441352694,0.00035961952261215954,-9.814582152310985e-05,1.0765609025061815e-05,1.0201620609195193e-05,-5.639884158666215e-07,1.5663868704601166e-05,1.5800579094691916e-05,1.3671039009074994e-07,8.925003356721958e-06,1.0201620609195193e-05,1.2766172524732357e-06,0.00010214125454730376,0.00014991172051192586,4.77704659646221e-05,0.7304066433878217,0.8348827634519868,0.10447612006416507,0.2687015877974208,0.1643981635504376,-0.10430342424698322,0.00027764871617194566,0.00015958019581178789,-0.00011806852036015778,1.1459931154054404e-05,7.945030119038598e-06,-3.5149010350158053e-06,7.399087662580317e-06,5.812708207540437e-06,-1.5863794550398803e-06
pccv1_n07_dense_r03,7,dense,3,18,13,L18H13,1.5,6,6,False,False,-1.322540044784546,-0.7660648822784424,0.5564751625061035,-1.0,-0.125,0.875,0.589925431755684,0.6987139085724212,0.1087884768167372,0.2562013597458869,0.3034475949220557,0.04724623517616877,6.266821989349727,6.467154785223275,0.2003327958735479,0.7304066433878217,0.5307418116039514,0.46170505559040087,0.062363806791327414,0.9916488499834486,0.9924433792580203,0.000794529274571687,0.39955777006994964,0.28237693558301824,0.19977888503497482,0.021636760911849295,False,1,0.0004577653441352694,0.0003769192416890235,-8.084610244624591e-05,1.0765609025061815e-05,9.435988581779141e-06,-1.3296204432826732e-06,1.5663868704601166e-05,1.3729282374924026e-05,-1.9345863296771392e-06,8.925003356721958e-06,6.903516720991676e-06,-2.0214866357302813e-06,0.00010214125454730376,7.421979929768011e-05,-2.792145524962365e-05,0.7304066433878217,0.5307418116039514,-0.1996648317838703,0.2687015877974208,0.468378004812624,0.19967641701520317,0.00027764871617194566,0.0003769192416890235,9.927052551707781e-05,1.1459931154054404e-05,1.3729282374924026e-05,2.269351220869623e-06,7.399087662580317e-06,8.3272306962437e-06,9.281430336633837e-07
pccv1_n07_dense_r04,7,dense,4,18,13,L18H13,1.0,6,6,False,False,-7.757634162902832,-7.757634162902832,0.0,-7.75,-7.75,0.0,0.03163872625963637,0.03163872625963637,0.0,0.013740524229007582,0.013740524229007582,0.0,5.995753582100805,5.995753582100805,0.0,0.9953653909477898,0.9953653909477898,0.9912975600972287,0.9912975600972287,0.9970155825862435,0.9970155825862435,0.0,0.0,0.0,0.0,0.0,False,0,0.00012283784789152795,0.00012283784789152795,0.0,6.861665995958412e-07,6.861665995958412e-07,0.0,2.549418198818906e-06,2.549418198818906e-06,0.0,2.7138415461070755e-06,2.7138415461070755e-06,0.0,0.004067830850561047,0.004067830850561047,0.0,0.9953653909477898,0.9953653909477898,0.0,0.0004287462172979634,0.0004287462172979634,0.0,6.510167436697734e-06,6.510167436697734e-06,0.0,1.2819279758199447e-06,1.2819279758199447e-06,0.0,1.4526147027434582e-06,1.4526147027434582e-06,0.0
pccv1_n07_dense_r04,7,dense,4,18,13,L18H13,0.5,6,6,False,False,-7.757634162902832,-8.134398460388184,-0.37676429748535156,-7.75,-8.125,-0.375,0.03163872625963637,0.04033270085094623,0.008693974591309862,0.013740524229007582,0.017516269419820533,0.003775745190812951,5.995753582100805,5.993772436484438,-0.001981145616366753,0.9953653909477898,0.9936591409914209,0.9912975600972287,0.9877506277608405,0.9970155825862435,0.9969671557893776,-4.8426796865896904e-05,0.003684769948890866,0.0025134667189137703,0.001842384974445433,9.215512022899754e-05,False,1,0.00012283784789152795,0.00012262727991868956,-2.1056797283838433e-07,6.861665995958412e-07,8.262561127341478e-07,1.4008951313830662e-07,2.549418198818906e-06,2.88391720414143e-06,3.344990053225239e-07,2.7138415461070755e-06,3.941847453824363e-06,1.2280059077172877e-06,0.004067830850561047,0.005908513230580339,0.0018406823800192927,0.9953653909477898,0.9936591409914209,-0.0017062499563688105,0.0004287462172979634,0.000294167552163332,-0.0001345786651346314,6.510167436697734e-06,5.387866658206464e-06,-1.1223007784912701e-06,1.2819279758199447e-06,1.0609338494442577e-06,-2.2099412637568702e-07,1.4526147027434582e-06,1.4501246384959796e-06,-2.490064247478607e-09
pccv1_n07_dense_r04,7,dense,4,18,13,L18H13,1.5,6,6,False,False,-7.757634162902832,-7.381551742553711,0.3760824203491211,-7.75,-7.375,0.375,0.03163872625963637,0.025575324046963055,-0.006063402212673312,0.013740524229007582,0.011107222106483596,-0.0026333021225239863,5.995753582100805,5.997417051120436,0.0016634690196317692,0.9953653909477898,0.9964757588401544,0.9912975600972287,0.9936768635137387,0.9970155825862435,0.9969830856832118,-3.249690303164243e-05,0.002616531466530108,0.001697914326080985,0.001308265733265054,7.013444205210628e-05,False,1,0.00012283784789152795,8.45193153307081e-05,-3.831853256081985e-05,6.861665995958412e-07,5.694866670973028e-07,-1.1667993249853832e-07,2.549418198818906e-06,2.2523634610501623e-06,-2.970547377687439e-07,2.7138415461070755e-06,2.1158996575142937e-06,-5.979418885927818e-07,0.004067830850561047,0.0027988953264156307,-0.001268935524145416,0.9953653909477898,0.9964757588401544,0.0011103678923646276,0.0004287462172979634,0.0006245179624218114,0.000195771745123848,6.510167436697734e-06,8.368545483470403e-06,1.8583780467726694e-06,1.2819279758199447e-06,1.454235149607064e-06,1.7230717378711924e-07,1.4526147027434582e-06,1.548025258720304e-06,9.541055597684586e-08
pccv1_n07_dense_r05,7,dense,5,18,13,L18H13,1.0,6,6,False,False,-4.0217108726501465,-4.0217108726501465,0.0,-4.0,-4.0,0.0,0.09365482601231477,0.09365482601231477,0.0,0.04067377414075743,0.04067377414075743,0.0,6.016907435494234,6.016907435494234,0.0,0.9816636172461946,0.9816636172461946,0.9636838209225047,0.9636838209225047,0.9968009786022094,0.9968009786022094,0.0,0.0,0.0,0.0,0.0,False,0,0.00019973749511817247,0.00019973749511817247,0.0,2.849102350763209e-06,2.849102350763209e-06,0.0,6.834641239229443e-06,6.834641239229443e-06,0.0,5.322823949124007e-06,5.322823949124007e-06,0.0,0.00010691177696575784,0.00010691177696575784,0.0,0.9816636172461946,0.9816636172461946,0.0,0.017979796323689866,0.017979796323689866,0.0,3.0630736941536396e-05,3.0630736941536396e-05,0.0,2.67648396559954e-06,2.67648396559954e-06,0.0,1.6233695853653743e-06,1.6233695853653743e-06,0.0
pccv1_n07_dense_r05,7,dense,5,18,13,L18H13,0.5,6,6,False,False,-4.0217108726501465,-4.637864589691162,-0.6161537170410156,-4.0,-4.625,-0.625,0.09365482601231477,0.05768751306580168,-0.03596731294651309,0.04067377414075743,0.02505336859919941,-0.015620405541558021,6.016907435494234,6.008900139428203,-0.008007296066031344,0.9816636172461946,0.9899977399695333,0.9636838209225047,0.9802921436406288,0.9968009786022094,0.9971920175087234,0.0003910389065140407,0.016699555540653863,0.011744110027612964,0.008349777770326932,0.000640416885494827,False,1,0.00019973749511817247,0.0001384428962618189,-6.129459885635357e-05,2.849102350763209e-06,2.3820416098921416e-06,-4.6706074087106755e-07,6.834641239229443e-06,6.0827563436878155e-06,-7.518848955416279e-07,5.322823949124007e-06,5.7142207671718705e-06,3.913968180478636e-07,0.00010691177696575784,0.00012217542713589564,1.52636501701378e-05,0.9816636172461946,0.9899977399695333,0.008334122723338777,0.017979796323689866,0.009705596328904545,-0.008274199994785321,3.0630736941536396e-05,1.8736208577690247e-05,-1.189452836384615e-05,2.67648396559954e-06,1.8551358710926697e-06,-8.213480945068703e-07,1.6233695853653743e-06,1.2750149949025429e-06,-3.4835459046283145e-07
pccv1_n07_dense_r05,7,dense,5,18,13,L18H13,1.5,6,6,False,False,-4.0217108726501465,-3.291692018508911,0.7300188541412354,-4.0,-3.25,0.75,0.09365482601231477,0.1629835681798703,0.06932874216755554,0.04067377414075743,0.07078286430142008,0.030109090160662655,6.016907435494234,6.036184796627259,0.019277361133024584,0.9816636172461946,0.9623195816539242,0.9636838209225047,0.9250064021943392,0.9968009786022094,0.9967219337261213,-7.904487608811905e-05,0.03873976165312124,0.02734908988193125,0.01936988082656062,0.0017761109554460435,False,1,0.00019973749511817247,0.00022187227532774259,2.2134780209570116e-05,2.849102350763209e-06,3.1648380331968043e-06,3.1573568243359516e-07,6.834641239229443e-06,6.69996216885406e-06,-1.3467907037538324e-07,5.322823949124007e-06,4.901797036084869e-06,-4.2102691303913756e-07,0.00010691177696575784,8.162224865900633e-05,-2.5289528306751504e-05,0.9816636172461946,0.9623195816539242,-0.01934403559227038,0.017979796323689866,0.03731317945958503,0.019333383135895166,3.0630736941536396e-05,4.368924141615196e-05,1.3058504474615567e-05,2.67648396559954e-06,3.368952549710495e-06,6.924685841109551e-07,1.6233695853653743e-06,1.919571300158491e-06,2.9620171479311685e-07
